AVERAGE_GENE_EXPRESSION	r1_C0	r1_C1	r1_C2	r1_C3	r1_C4	r1_C5	r1_C6	r1_C7	r1_C8
AC098820.2	0.004	0	0	0.0169491525423729	0	0.0181818181818182	0	0	0
SMARCAL1	0.084	0.265957446808511	0.186440677966102	0.11864406779661	0.333333333333333	0.109090909090909	0.176470588235294	0.275	0.0869565217391304
RPL37A	0.22	0.808510638297872	0.542372881355932	0.813559322033898	0.87719298245614	0.509090909090909	0.431372549019608	0.45	0.478260869565217
LINC01280	0	0	0	0.0169491525423729	0.0701754385964912	0	0.0196078431372549	0	0
IGFBP2	0.004	0.074468085106383	0.677966101694915	0.694915254237288	0.12280701754386	0.0545454545454545	0.0196078431372549	0.05	0
IGFBP5	0.024	0.127659574468085	1.45762711864407	3.45762711864407	0.280701754385965	0.163636363636364	0.313725490196078	0.15	0
AC007563.5	0.02	0.638297872340426	0.152542372881356	0.0847457627118644	1.57894736842105	0.0181818181818182	0.352941176470588	0	0
DIRC3-AS1	0.024	0.117021276595745	0.0169491525423729	0.0338983050847458	0.245614035087719	0.0363636363636364	0.0392156862745098	0	0
DIRC3	0.052	0.702127659574468	0.305084745762712	0.491525423728814	1.07017543859649	0.109090909090909	0.254901960784314	0.2	1.21739130434783
TNS1	0.148	0.0638297872340425	0.203389830508475	0.644067796610169	0.157894736842105	0.0727272727272727	0.0392156862745098	0.2	0.0869565217391304
RUFY4	0	0.0319148936170213	0	0	0	0	0	0	0.0434782608695652
ARPC2	0.076	0.297872340425532	0.220338983050847	0.220338983050847	0.473684210526316	0.218181818181818	0.176470588235294	0.175	0.260869565217391
AAMP	0.048	0.319148936170213	0.0677966101694915	0.0847457627118644	0.280701754385965	0.109090909090909	0.196078431372549	0.2	0
PNKD	0.112	0.436170212765957	0.0847457627118644	0.135593220338983	0.56140350877193	0.0363636363636364	0.431372549019608	0.25	0.173913043478261
TMBIM1	0.064	0.0638297872340425	0.0338983050847458	0.0847457627118644	0.105263157894737	0.0727272727272727	0.117647058823529	0.15	0.0869565217391304
CATIP-AS2	0.004	0.0531914893617021	0.0338983050847458	0	0.087719298245614	0	0.0588235294117647	0.025	0.0434782608695652
CATIP	0	0.0212765957446809	0.0169491525423729	0	0.0526315789473684	0	0.0196078431372549	0	0
SLC11A1	0	0.0319148936170213	0.0169491525423729	0.0847457627118644	0.12280701754386	0.127272727272727	0.0980392156862745	0.025	3
CTDSP1	0.036	0.0106382978723404	0.0169491525423729	0.135593220338983	0.0526315789473684	0.0727272727272727	0	0.075	0.0434782608695652
VIL1	0	0.0957446808510638	0	0.0169491525423729	0.087719298245614	0	0.0588235294117647	0	0
USP37	0.172	0.595744680851064	0.11864406779661	0.271186440677966	1.07017543859649	0.454545454545455	0.607843137254902	0.25	0.173913043478261
RQCD1	0.068	0.24468085106383	0.0169491525423729	0.0508474576271186	0.368421052631579	0.0545454545454545	0.137254901960784	0.1	0
PLCD4	0.012	0.0212765957446809	0.0338983050847458	0.169491525423729	0.157894736842105	0.0181818181818182	0.0588235294117647	0.05	0
ZNF142	0.012	0.0957446808510638	0.0508474576271186	0.0508474576271186	0.12280701754386	0.0363636363636364	0.0588235294117647	0.125	0
BCS1L	0.004	0.138297872340426	0.0338983050847458	0.0508474576271186	0.0350877192982456	0.0181818181818182	0.0588235294117647	0.025	0
RNF25	0.016	0.0212765957446809	0	0.0677966101694915	0.0701754385964912	0	0.0784313725490196	0.05	0
STK36	0.008	0.159574468085106	0.0508474576271186	0.101694915254237	0.333333333333333	0.0181818181818182	0.0588235294117647	0.025	0
TTLL4	0.128	0.0319148936170213	0.0338983050847458	0.152542372881356	0.12280701754386	0.181818181818182	0.0196078431372549	0.2	0.0869565217391304
CYP27A1	0.416	0.0425531914893617	0.220338983050847	0.305084745762712	0.12280701754386	0.181818181818182	0.0588235294117647	0.35	0.0869565217391304
RP11-459I19.1	0.004	0	0.0169491525423729	0.0169491525423729	0	0	0	0	0
WNT10A	0	0	0	0	0.0175438596491228	0	0.0392156862745098	0	0
LINC01494	0.004	0.0531914893617021	0	0.0338983050847458	0.157894736842105	0.0181818181818182	0.0588235294117647	0.025	0
AC097468.7	0.008	0	0	0	0.0350877192982456	0	0	0	0
CDK5R2	0.004	0.0638297872340425	0	0	0.0526315789473684	0	0.0196078431372549	0	0
CFAP65	0.008	0.074468085106383	0	0	0.0350877192982456	0	0	0	0
CNPPD1	0.028	0.0425531914893617	0.0338983050847458	0.0847457627118644	0.0701754385964912	0.0363636363636364	0.0196078431372549	0.075	0.0434782608695652
FAM134A	0.052	0.361702127659574	0.0169491525423729	0.11864406779661	0.456140350877193	0.0909090909090909	0.411764705882353	0.05	0
ZFAND2B	0.02	0.297872340425532	0.11864406779661	0.11864406779661	0.403508771929825	0.0545454545454545	0.117647058823529	0.075	0.0434782608695652
ATG9A	0.036	0.138297872340426	0.0677966101694915	0.0847457627118644	0.12280701754386	0.0727272727272727	0.176470588235294	0.025	0
ANKZF1	0.092	0.287234042553192	0.0338983050847458	0.203389830508475	0.333333333333333	0.109090909090909	0.235294117647059	0.15	0
GLB1L	0	0.0106382978723404	0	0.0169491525423729	0.0526315789473684	0	0	0	0
STK16	0.02	0.0319148936170213	0.0338983050847458	0.0338983050847458	0.0701754385964912	0	0.0196078431372549	0.075	0.0869565217391304
TUBA4A	0.04	0.436170212765957	0.0338983050847458	0.0847457627118644	0.578947368421053	0.0363636363636364	0.156862745098039	0.175	0.0434782608695652
TUBA4B	0	0.0425531914893617	0	0.0169491525423729	0.0526315789473684	0	0.0392156862745098	0	0
DNAJB2	0.472	0.25531914893617	0.101694915254237	0.186440677966102	0.473684210526316	0.0727272727272727	0.215686274509804	0.15	0.0434782608695652
PTPRN	0.012	0.265957446808511	0.0338983050847458	0	0.385964912280702	0.0545454545454545	0.215686274509804	0.025	0
DNPEP	0.004	0.0531914893617021	0.0677966101694915	0.0508474576271186	0.0701754385964912	0.0545454545454545	0.0196078431372549	0.125	0
AC053503.4	0	0.0212765957446809	0	0.0169491525423729	0	0	0	0	0
SPEG	0.004	0.25531914893617	0.0338983050847458	0.0508474576271186	0.175438596491228	0	0.196078431372549	0.175	0
AC053503.11	0	0	0.0338983050847458	0	0	0	0	0.025	0
GMPPA	0.032	0.0531914893617021	0.0508474576271186	0.0338983050847458	0.0175438596491228	0.0363636363636364	0.0196078431372549	0.125	0
ASIC4	0.008	0.0106382978723404	0.440677966101695	0.440677966101695	0	0.0181818181818182	0.333333333333333	0.05	0.0434782608695652
CHPF	0.016	0.0531914893617021	0.152542372881356	0.220338983050847	0.0701754385964912	0.0545454545454545	0.0392156862745098	0.025	0
TMEM198	0	0.0319148936170213	0.0169491525423729	0.0338983050847458	0.0350877192982456	0.0181818181818182	0	0.025	0
OBSL1	0	0.191489361702128	0.169491525423729	0.322033898305085	0.245614035087719	0.0727272727272727	0.333333333333333	0.2	0
RP11-256I23.2	0	0	0.0169491525423729	0.0169491525423729	0	0	0.0196078431372549	0	0
INHA	0.004	0.117021276595745	0	0.0169491525423729	0.175438596491228	0.0545454545454545	0.0784313725490196	0	0
STK11IP	0.02	0.0638297872340425	0.0169491525423729	0.0338983050847458	0.087719298245614	0.0181818181818182	0.156862745098039	0.05	0.0434782608695652
SLC4A3	0.008	0.0851063829787234	0.0677966101694915	0.0847457627118644	0.0701754385964912	0	0.352941176470588	0.025	0
AC009502.4	0	0.0106382978723404	0.0169491525423729	0.0169491525423729	0	0	0	0	0
AC114765.1	0.036	1.20212765957447	0.0169491525423729	0.0169491525423729	2.52631578947368	0	0.0784313725490196	0.025	0
AC067956.1	0.052	1.01063829787234	0.0847457627118644	0.0677966101694915	2.35087719298246	0.0363636363636364	0.0980392156862745	0.1	0
EPHA4	0.016	1.71276595744681	0.406779661016949	1.15254237288136	2.36842105263158	0.145454545454545	0.156862745098039	0.175	0
PAX3	0.004	0.0106382978723404	0.135593220338983	0.135593220338983	0.0526315789473684	0	0	0	0
SGPP2	0	0.212765957446809	0.0169491525423729	0.0338983050847458	0.736842105263158	0.0181818181818182	0.156862745098039	0	0
FARSB	0.088	0.404255319148936	0.220338983050847	0.0847457627118644	0.649122807017544	0.145454545454545	0.450980392156863	0.025	0.0869565217391304
MOGAT1	0.012	0.0319148936170213	0	0.0169491525423729	0.157894736842105	0	0.0392156862745098	0	0
ACSL3	0.272	0.436170212765957	0.322033898305085	0.254237288135593	1.17543859649123	0.236363636363636	0.745098039215686	0.9	0.173913043478261
KCNE4	0.004	0.0212765957446809	0.0677966101694915	0.338983050847458	0.0175438596491228	0.127272727272727	0	0.075	0.0434782608695652
SCG2	0.012	0.127659574468085	0.0169491525423729	0.152542372881356	0.0526315789473684	0.0181818181818182	0.490196078431373	0.025	0.0434782608695652
AP1S3	0.032	0.106382978723404	0.0677966101694915	0.0847457627118644	0.456140350877193	0.0363636363636364	0.0588235294117647	0.075	0
WDFY1	0.116	0.202127659574468	0.135593220338983	0.152542372881356	0.421052631578947	0.109090909090909	0.294117647058824	0.225	0.130434782608696
MRPL44	0.016	0.106382978723404	0	0.0169491525423729	0.105263157894737	0	0.0392156862745098	0	0
SERPINE2	0.02	0.170212765957447	0.288135593220339	0.23728813559322	0.315789473684211	0.127272727272727	0.0588235294117647	1.025	0
FAM124B	0.004	0.0106382978723404	0.0338983050847458	0.0169491525423729	0.0526315789473684	0	0.0196078431372549	0.025	0
RP11-92F20.1	0.008	0.0319148936170213	0.0338983050847458	0.0169491525423729	0	0	0	0	0
CUL3	0.28	0.542553191489362	0.525423728813559	0.406779661016949	0.894736842105263	0.454545454545455	0.705882352941177	0.625	0.652173913043478
DOCK10	4.044	0.297872340425532	0.576271186440678	0.508474576271186	1.33333333333333	1.47272727272727	1.19607843137255	0.175	1.39130434782609
NYAP2	0.016	0.531914893617021	0.0677966101694915	0	0.649122807017544	0	0.450980392156863	0	0
RP11-314B1.2	0	0.0531914893617021	0	0	0	0	0	0	0
IRS1	0	0.0957446808510638	0.0169491525423729	0.0508474576271186	0.087719298245614	0	0.137254901960784	0.05	0
RP11-395N3.2	0	0.0212765957446809	0.0169491525423729	0	0.0175438596491228	0	0	0	0
RHBDD1	0.224	0.159574468085106	0.23728813559322	0.11864406779661	0.245614035087719	0.290909090909091	0.176470588235294	0.25	0.130434782608696
COL4A4	0.04	0.0319148936170213	0.0677966101694915	0.0338983050847458	0.175438596491228	0.0363636363636364	0.156862745098039	0.05	0
COL4A3	0.02	0.159574468085106	0.0847457627118644	0.101694915254237	0.315789473684211	0.0909090909090909	0.196078431372549	0.15	0
AC097662.2	0.032	0.0425531914893617	0.0508474576271186	0.0508474576271186	0.157894736842105	0.0363636363636364	0.0980392156862745	0	0.0434782608695652
MFF	0.248	0.478723404255319	0.305084745762712	0.440677966101695	0.912280701754386	0.254545454545455	0.411764705882353	0.525	0.0869565217391304
TM4SF20	0	0.0319148936170213	0	0.0169491525423729	0.0350877192982456	0	0.0196078431372549	0.025	0
AGFG1	0.236	0.468085106382979	0.338983050847458	0.322033898305085	1.14035087719298	0.345454545454545	0.431372549019608	0.1	0.434782608695652
SLC19A3	0.004	0	0	0.0169491525423729	0.0175438596491228	0	0.0196078431372549	0	0
DAW1	0	0.0319148936170213	0	0	0.087719298245614	0	0	0	0
SPHKAP	0.036	0.24468085106383	0	0.23728813559322	0.385964912280702	0	0.901960784313726	0.025	0.0869565217391304
AC009410.1	0.012	0.0106382978723404	0.0338983050847458	0.0169491525423729	0.105263157894737	0	0.0196078431372549	0.025	0
PID1	0.032	0.98936170212766	0.728813559322034	0.508474576271186	1.75438596491228	0.290909090909091	0.745098039215686	0.35	0.0434782608695652
DNER	0.304	0.191489361702128	0.288135593220339	0.23728813559322	0.701754385964912	0.581818181818182	1.09803921568627	0.575	0
TRIP12	0.484	0.787234042553192	0.677966101694915	0.830508474576271	1.70175438596491	0.490909090909091	0.745098039215686	0.725	0.695652173913043
FBXO36	0.072	0.170212765957447	0.0169491525423729	0.152542372881356	0.456140350877193	0.0545454545454545	0.274509803921569	0.075	0.0434782608695652
SLC16A14	0.004	0.212765957446809	0.0508474576271186	0.0338983050847458	0.280701754385965	0.0181818181818182	0.0980392156862745	0	0
AC009950.2	0.072	0.0425531914893617	0.0847457627118644	0.288135593220339	0.0175438596491228	0.109090909090909	0	0.15	0.173913043478261
SP110	0.036	0	0.0508474576271186	0.135593220338983	0.0175438596491228	0.0545454545454545	0.0196078431372549	0.1	0.130434782608696
SP140	0.004	0.0425531914893617	0	0.0338983050847458	0.087719298245614	0.0727272727272727	0.0588235294117647	0	0.304347826086957
SP140L	0.008	0.0106382978723404	0.0169491525423729	0	0.0526315789473684	0.0363636363636364	0	0	0
SP100	0.004	0.0106382978723404	0.0169491525423729	0.0677966101694915	0.157894736842105	0.0363636363636364	0.0588235294117647	0	0.826086956521739
AC010149.4	0.008	0	0.0169491525423729	0.0169491525423729	0.0701754385964912	0.0181818181818182	0.0392156862745098	0.05	0
AC098823.3	0	0.0106382978723404	0	0	0.0350877192982456	0	0	0	0
CAB39	0.136	0.414893617021277	0.152542372881356	0.203389830508475	1.08771929824561	0.109090909090909	0.254901960784314	0.175	0.608695652173913
ITM2C	0.024	0.48936170212766	0.101694915254237	1.06779661016949	0.333333333333333	0.0545454545454545	0.313725490196078	1.45	0
AC012507.3	0	0	0	0	0.0175438596491228	0.0181818181818182	0	0	0
GPR55	0.004	0	0	0	0.087719298245614	0	0	0	0
SPATA3-AS1	0	0.0106382978723404	0	0.0169491525423729	0.0175438596491228	0	0	0	0
SPATA3	0.016	0.074468085106383	0	0.0338983050847458	0.228070175438596	0.0181818181818182	0.0784313725490196	0.05	0.0434782608695652
C2orf72	0.048	0.340425531914894	0.101694915254237	0.457627118644068	0.614035087719298	0.0363636363636364	0.0588235294117647	0.425	0
PSMD1	0.248	0.797872340425532	0.169491525423729	0.254237288135593	1.12280701754386	0.418181818181818	0.549019607843137	0.45	0.260869565217391
ARMC9	0.168	1.5	0.406779661016949	0.745762711864407	1.7719298245614	0.236363636363636	0.843137254901961	0.3	0.130434782608696
B3GNT7	0.008	0	0.0508474576271186	0	0.0175438596491228	0.0181818181818182	0	0	0
NCL	0.048	0.074468085106383	0.0508474576271186	0.0847457627118644	0.12280701754386	0.0363636363636364	0.0588235294117647	0.075	0
LINC00471	0	0	0.0169491525423729	0.0169491525423729	0.0175438596491228	0.0181818181818182	0.0196078431372549	0	0
PTMA	0.984	0.414893617021277	0.694915254237288	0.745762711864407	0.964912280701754	0.254545454545455	0.686274509803922	0.5	0.217391304347826
PDE6D	0.084	0.138297872340426	0.0677966101694915	0.11864406779661	0.175438596491228	0.0363636363636364	0.176470588235294	0.3	0
COPS7B	0.068	0.0851063829787234	0.0677966101694915	0.0338983050847458	0.192982456140351	0.0545454545454545	0.0784313725490196	0.125	0.0434782608695652
NPPC	0.012	0	0	0.0169491525423729	0.0175438596491228	0	0.0980392156862745	0	0
DIS3L2	0.46	0.808510638297872	0.271186440677966	0.372881355932203	1.49122807017544	0.363636363636364	0.843137254901961	0.225	0.0434782608695652
AC105461.1	0.036	0.159574468085106	0.0338983050847458	0.101694915254237	0.333333333333333	0.109090909090909	0.215686274509804	0.025	0
TIGD1	0.008	0.0638297872340425	0	0.0508474576271186	0.0350877192982456	0.0181818181818182	0.0392156862745098	0	0
EIF4E2	0.032	0.106382978723404	0.0508474576271186	0.101694915254237	0.210526315789474	0.0909090909090909	0.117647058823529	0.075	0
AC073254.1	0.004	0.0319148936170213	0.0169491525423729	0.0169491525423729	0.0350877192982456	0	0.0784313725490196	0	0
EFHD1	0.544	0.0957446808510638	0.0677966101694915	0.101694915254237	0.315789473684211	0.0727272727272727	0.176470588235294	0.4	0
GIGYF2	0.456	0.659574468085106	0.457627118644068	0.457627118644068	1.52631578947368	0.363636363636364	0.607843137254902	0.475	0.130434782608696
C2orf82	0.052	0.127659574468085	0.0847457627118644	0.169491525423729	0.12280701754386	0	0.117647058823529	0.4	0
NGEF	0.044	0.893617021276596	0.0169491525423729	0.0338983050847458	1.36842105263158	0.0727272727272727	0.0196078431372549	0.05	0
INPP5D	0.008	0.117021276595745	0.0338983050847458	0.0847457627118644	0.175438596491228	0.0727272727272727	0.137254901960784	0.05	1.65217391304348
ATG16L1	0.04	0.138297872340426	0	0.0677966101694915	0.526315789473684	0.109090909090909	0.156862745098039	0	0.217391304347826
SAG	0.004	0.0106382978723404	0.0169491525423729	0	0.0526315789473684	0	0.0784313725490196	0	0
RP11-400N9.1	0.004	0.0106382978723404	0	0	0	0	0	0.025	0
DGKD	0.096	0.106382978723404	0.169491525423729	0.322033898305085	0.192982456140351	0.181818181818182	0.588235294117647	0.075	0.217391304347826
USP40	0.304	0.191489361702128	0.23728813559322	0.440677966101695	0.385964912280702	0.109090909090909	0.392156862745098	0.5	0.173913043478261
TRPM8	0.008	0	0	0	0.0526315789473684	0	0.0392156862745098	0	0
SPP2	0.012	0.0319148936170213	0.0338983050847458	0.0169491525423729	0.0526315789473684	0.0181818181818182	0	0	0
AC097713.3	0	0	0.0508474576271186	0.0508474576271186	0.0350877192982456	0	0	0	0
ARL4C	0	0.117021276595745	0.135593220338983	0.152542372881356	0.0350877192982456	0.0181818181818182	0.313725490196078	0.05	0.0434782608695652
SH3BP4	0.1	0.0638297872340425	0.101694915254237	0.0338983050847458	0.12280701754386	0.0545454545454545	0.0392156862745098	0.075	0
AGAP1	2.584	2.64893617021277	2.86440677966102	2.13559322033898	5.57894736842105	2.38181818181818	1.74509803921569	0.975	0.217391304347826
AC079135.1	0.04	0.0319148936170213	0.389830508474576	0.101694915254237	0.0701754385964912	0	0.0784313725490196	0	0
ASB18	0.008	0	0.0677966101694915	0.0508474576271186	0.0350877192982456	0	0.0392156862745098	0.025	0
IQCA1	0.024	0.51063829787234	0.0847457627118644	0.11864406779661	0.263157894736842	0	0.137254901960784	0.65	0
ACKR3	0	0.0106382978723404	0.0338983050847458	0.23728813559322	0	0	0.0196078431372549	0.2	0.0434782608695652
AC011286.1	0	0.0212765957446809	0	0	0	0	0.0392156862745098	0.025	0
AC105760.2	0.024	0.0425531914893617	0.0169491525423729	0.0338983050847458	0.0701754385964912	0.0545454545454545	0	0.075	0
COPS8	0.08	0.25531914893617	0.0847457627118644	0.101694915254237	0.456140350877193	0.163636363636364	0.313725490196078	0.025	0.173913043478261
COL6A3	0.016	0.0531914893617021	0	0	0.0701754385964912	0.0181818181818182	0	0.025	0
RAB17	0	0.0106382978723404	0	0	0.0350877192982456	0	0	0	0
AC104667.3	0	0.0106382978723404	0	0	0.0350877192982456	0	0	0	0
LRRFIP1	0.052	1	0.305084745762712	0.186440677966102	1.91228070175439	0.181818181818182	1.31372549019608	0.375	1.39130434782609
RBM44	0	0.0212765957446809	0	0.0169491525423729	0.0175438596491228	0.0181818181818182	0	0.025	0
RAMP1	0.02	0.212765957446809	0.338983050847458	0.745762711864407	0.157894736842105	0.0545454545454545	0.274509803921569	0.75	0.0434782608695652
UBE2F-SCLY	0.02	0.074468085106383	0.0169491525423729	0.0338983050847458	0.105263157894737	0.0181818181818182	0	0	0
FAM132B	0.004	0	0	0	0.0350877192982456	0	0	0	0
ILKAP	0.216	0.457446808510638	0.101694915254237	0.288135593220339	0.508771929824561	0.272727272727273	0.274509803921569	0.15	0.130434782608696
HES6	0.016	0.0319148936170213	0.220338983050847	0.0338983050847458	0.105263157894737	0	0.0392156862745098	0.05	0
PER2	0.016	0.138297872340426	0.11864406779661	0.0847457627118644	0.175438596491228	0	0.0392156862745098	0.2	0.0434782608695652
TRAF3IP1	0.036	0.276595744680851	0.0169491525423729	0.11864406779661	0.578947368421053	0.0909090909090909	0.294117647058824	0.25	0
ASB1	0.008	0.0212765957446809	0	0.0338983050847458	0.0701754385964912	0.0727272727272727	0	0.025	0.0434782608695652
LINC01107	0	0.0106382978723404	0	0	0.0350877192982456	0	0.0196078431372549	0	0
TWIST2	0	0.0638297872340425	0.0169491525423729	0.101694915254237	0.105263157894737	0.0181818181818182	0	0	0
HDAC4	0.284	0.98936170212766	0.23728813559322	1.16949152542373	1.64912280701754	0.163636363636364	0.588235294117647	0.325	0.304347826086957
AC062017.1	0.048	0.0212765957446809	0.0169491525423729	0.0338983050847458	0.105263157894737	0.127272727272727	0	0.075	0.0434782608695652
AC093802.1	0.024	0.0425531914893617	0.0169491525423729	0.0169491525423729	0.105263157894737	0.0181818181818182	0.0392156862745098	0.025	0.0434782608695652
NDUFA10	0.156	0.48936170212766	0.169491525423729	0.152542372881356	0.894736842105263	0.236363636363636	0.333333333333333	0.325	0.0869565217391304
MYEOV2	0.064	0.234042553191489	0.0338983050847458	0.372881355932203	0.315789473684211	0.0909090909090909	0.137254901960784	0.225	0.0434782608695652
GPC1	0.004	0.574468085106383	0.0338983050847458	0.254237288135593	0.736842105263158	0.0181818181818182	0.666666666666667	0.35	0
ANKMY1	0.1	0.202127659574468	0.0677966101694915	0.11864406779661	0.210526315789474	0.181818181818182	0.215686274509804	0.1	0.347826086956522
DUSP28	0	0.0212765957446809	0	0	0.0175438596491228	0	0.0196078431372549	0	0.0434782608695652
RNPEPL1	0.02	0.0957446808510638	0.0169491525423729	0.0169491525423729	0.12280701754386	0	0.0980392156862745	0.075	0.0869565217391304
CAPN10-AS1	0.012	0	0.0169491525423729	0	0.0526315789473684	0.0363636363636364	0.0196078431372549	0.05	0.0434782608695652
CAPN10	0.012	0.0851063829787234	0.0338983050847458	0.0169491525423729	0.175438596491228	0	0.0392156862745098	0.1	0
KIF1A	0.092	0.606382978723404	0	0.169491525423729	0.859649122807018	0.0181818181818182	0.549019607843137	0.25	0
AGXT	0	0	0	0.0677966101694915	0	0	0	0	0
SNED1	0.052	0.872340425531915	0.0338983050847458	0.271186440677966	1.78947368421053	0.127272727272727	0.156862745098039	0.1	0
AC005237.4	0.02	0.393617021276596	0	0.0508474576271186	0.508771929824561	0.0181818181818182	0.0980392156862745	0.025	0
MTERF4	0.068	0.308510638297872	0.11864406779661	0.186440677966102	0.578947368421053	0.0363636363636364	0.196078431372549	0.2	0.0434782608695652
PASK	0.004	0.0638297872340425	0	0.0169491525423729	0.228070175438596	0.0181818181818182	0.0588235294117647	0.05	0.0434782608695652
PPP1R7	0.072	0.340425531914894	0.0677966101694915	0.135593220338983	0.43859649122807	0.127272727272727	0.254901960784314	0.15	0
ANO7	0	0.074468085106383	0.0169491525423729	0	0.0701754385964912	0.0181818181818182	0.0392156862745098	0	0
HDLBP	0.2	0.457446808510638	0.271186440677966	0.23728813559322	0.754385964912281	0.418181818181818	0.411764705882353	0.3	0.130434782608696
SEPT2	0.32	0.553191489361702	0.322033898305085	0.593220338983051	1.24561403508772	0.309090909090909	0.823529411764706	0.75	0.260869565217391
FARP2	0.24	0.446808510638298	0.355932203389831	0.203389830508475	0.614035087719298	0.454545454545455	0.274509803921569	0.2	0.260869565217391
STK25	0.068	0.382978723404255	0.0508474576271186	0.0847457627118644	0.350877192982456	0.0545454545454545	0.254901960784314	0.125	0.0434782608695652
BOK-AS1	0.012	0	0	0	0.0175438596491228	0	0	0	0
BOK	0.232	0.0425531914893617	0	0.0169491525423729	0.0526315789473684	0.0545454545454545	0.0784313725490196	0	0
THAP4	0.044	0.117021276595745	0.0508474576271186	0.0169491525423729	0.140350877192982	0.0545454545454545	0.0980392156862745	0.125	0.0869565217391304
ATG4B	0.12	0.468085106382979	0.203389830508475	0.220338983050847	0.666666666666667	0.181818181818182	0.313725490196078	0.2	0.260869565217391
DTYMK	0.008	0.0319148936170213	0.0338983050847458	0.0677966101694915	0.0350877192982456	0	0	0.025	0
AC133528.2	0.004	0.0319148936170213	0.0169491525423729	0.0338983050847458	0.105263157894737	0	0.0196078431372549	0.025	0
ING5	0.064	0.138297872340426	0.11864406779661	0.101694915254237	0.333333333333333	0	0.137254901960784	0.025	0.0434782608695652
D2HGDH	0.032	0.106382978723404	0.11864406779661	0.101694915254237	0.210526315789474	0.0363636363636364	0.0980392156862745	0.05	0.0869565217391304
AC114730.7	0	0	0	0.0338983050847458	0.0175438596491228	0	0	0	0
AC114730.3	0	0	0.0677966101694915	0.0169491525423729	0	0	0	0	0
NEU4	0	0	0.186440677966102	0	0	0	0	0.05	0
RTP5	0	0.0106382978723404	0.169491525423729	0	0.0526315789473684	0	0.0588235294117647	0	0
AC093642.6	0.004	0.0106382978723404	0	0	0.0175438596491228	0	0	0	0
CHL1	0.04	1.46808510638298	0.423728813559322	0.711864406779661	3.05263157894737	0.0181818181818182	1.01960784313725	0.95	0.0434782608695652
LINC01266	0.052	0.223404255319149	0.322033898305085	0.711864406779661	0.298245614035088	0.2	0.0392156862745098	0.175	0
CNTN6	0.02	0.393617021276596	0.0847457627118644	0.169491525423729	0.526315789473684	0	0.549019607843137	0.1	0
CNTN4	0.116	2.84042553191489	0.152542372881356	0.169491525423729	6.59649122807018	0.0909090909090909	5.11764705882353	0.325	0.130434782608696
CNTN4-AS2	0.004	0.0638297872340425	0	0	0.0526315789473684	0	0.0588235294117647	0	0
CNTN4-AS1	0	0.0106382978723404	0	0	0.0526315789473684	0	0.0784313725490196	0	0
IL5RA	0.004	0.0638297872340425	0	0	0.0526315789473684	0.0363636363636364	0.0980392156862745	0	0
TRNT1	0.08	0.138297872340426	0.0677966101694915	0.101694915254237	0.157894736842105	0.145454545454545	0.0588235294117647	0.175	0
CRBN	0.168	0.436170212765957	0.101694915254237	0.152542372881356	0.701754385964912	0.145454545454545	0.431372549019608	0.075	0.0434782608695652
RP11-97C16.1	0.004	0.0425531914893617	0.0169491525423729	0.0169491525423729	0.087719298245614	0.0363636363636364	0.0196078431372549	0	0
AC026188.1	0.232	0.319148936170213	0.0847457627118644	0.271186440677966	0.350877192982456	0.109090909090909	0.313725490196078	0.2	0.217391304347826
SUMF1	0.768	1.25531914893617	0.932203389830508	1.30508474576271	2.36842105263158	0.872727272727273	1.45098039215686	1.075	0.739130434782609
LRRN1	0.052	0.287234042553192	0.457627118644068	0.11864406779661	0.333333333333333	0.0181818181818182	0.372549019607843	0.05	0
SETMAR	0.028	0.0319148936170213	0.0338983050847458	0.0169491525423729	0.0350877192982456	0.0545454545454545	0.0980392156862745	0.025	0
ITPR1-AS1	0	0	0.0169491525423729	0	0.0350877192982456	0	0	0	0
ITPR1	0.08	1.32978723404255	0.186440677966102	0.305084745762712	2.08771929824561	0.381818181818182	1.07843137254902	0.125	0.347826086956522
AC018816.3	0.024	0.24468085106383	0.0677966101694915	0.0338983050847458	0.473684210526316	0.0363636363636364	0.0588235294117647	0.075	0.0434782608695652
BHLHE40-AS1	0.024	0.106382978723404	0.0338983050847458	0.0338983050847458	0.087719298245614	0.0363636363636364	0.0196078431372549	0.05	0
BHLHE40	0.016	0.329787234042553	0.0677966101694915	0.322033898305085	0.315789473684211	0.0727272727272727	0.0980392156862745	0.25	0.304347826086957
ARL8B	0.124	0.25531914893617	0.0508474576271186	0.186440677966102	0.491228070175439	0.181818181818182	0.156862745098039	0.25	0.0869565217391304
AC026202.3	0.088	0.24468085106383	0.0847457627118644	0.203389830508475	0.298245614035088	0.363636363636364	0.196078431372549	0.275	0.173913043478261
EDEM1	0.02	0.0851063829787234	0.0169491525423729	0.0338983050847458	0.12280701754386	0.0727272727272727	0.0196078431372549	0.05	0.0869565217391304
AC027119.1	0.004	0.0957446808510638	0	0.0169491525423729	0.140350877192982	0.0181818181818182	0.0588235294117647	0.05	0.0434782608695652
AC026167.1	0.02	0.0319148936170213	0	0.0508474576271186	0.192982456140351	0	0.0784313725490196	0.05	0
AC069277.2	0.02	0.0319148936170213	0.0338983050847458	0.0338983050847458	0.157894736842105	0	0.0392156862745098	0.025	0
GRM7-AS3	0.02	0.138297872340426	0.0338983050847458	0.0338983050847458	0.228070175438596	0.0181818181818182	0.0588235294117647	0.025	0.0434782608695652
